row,item,version,letter,sentence,sentence_spr,im_jahr,year,future,pp,det_nom,objnp,qm1,fact,qm2,verb,comma,spillover_verb,name,real_name,wrong_name,name_match,spillover_pp,full_sentence,condition,list,life_status,yes_F,yes_J,life_mismatch,fact_mismatch,type,created,occupation,file_name,year_time,fact_time,year_fact
50,25,99,a,99a,"Im Jahr*1975*werde ich*das Lied*„I Shot The Sheriff“*herausbringen,*das stellte*Bob Marley*bei einer Pressekonferenz fest.",Im Jahr,1975,werde ich,das,Das,Lied,„,I Shot The Sheriff,“,herausbringen,",",das stellte,Bob Marley,Bob Marley,John Lennon,yes,bei einer Pressekonferenz fest.,"Im Jahr 1975 werde ich das Lied ""I Shot The Sheriff"" herausbringen, das stellte Bob Marley bei einer Pressekonferenz fest.",full match,11,dead,F,J,match,match,critical,AP,Musicians,Bob_Marley.jpg,old,old,match
51,26,102,d,102d,"Im Jahr*1990*werde ich*in dem Film*„Über den Dächern von Nizza“*auftreten,*das versicherte*Spencer Tracy*den Medien.",Im Jahr,1990,werde ich,in dem,Der,Film,„,Über den Dächern von Nizza,“,auftreten,",",das versicherte,Grace Kelly,Spencer Tracy,Grace Kelly,no,den Medien.,"Im Jahr 1990 werde ich in dem Film ""Über den Dächern von Nizza"" auftreten, das versicherte Spencer Tracy den Medien.",life-fact mismatch,11,dead,F,J,mismatch,mismatch,critical,PM,Actors,Spencer_Tracy.jpg,new,old,mismatch
52,26,104,d,104d,"Im Jahr*1955*werde ich*in dem Film*„Der mit dem Wolf tanzt“*auftreten,*das versicherte*Macaulay Culkin*den Medien.",Im Jahr,1955,werde ich,in dem,Der,Film,„,Der mit dem Wolf tanzt,“,auftreten,",",das versicherte,Kevin Costner,Macaulay Culkin,Kevin Costner,no,den Medien.,"Im Jahr 1955 werde ich in dem Film ""Der mit dem Wolf tanzt"" auftreten, das versicherte Macaulay Culkin den Medien.",life-fact mismatch,11,alive,F,J,mismatch,mismatch,critical,PM,Actors,Macaulay_Culkin.jpg,old,new,mismatch
53,27,106,c,106c,"Im Jahr*2017*werde ich*das Lied*„Cream“*aufnehmen,*das berichtete*Prince*auf einer Aftershowparty.",Im Jahr,2017,werde ich,das,Das,Lied,„,Cream,“,aufnehmen,",",das berichtete,Prince,Prince,Freddie Mercury,yes,auf einer Aftershowparty.,"Im Jahr 2017 werde ich das Lied ""Cream"" aufnehmen, das berichtete Prince auf einer Aftershowparty.",life mismatch,11,dead,F,J,mismatch,match,critical,PM,Musicians,Prince.jpg,new,old,mismatch
54,27,108,c,108c,"Im Jahr*1991*werde ich*das Lied*„Shape of You“*aufnehmen,*das berichtete*Ed Sheeran*auf einer Aftershowparty.",Im Jahr,1991,werde ich,das,Das,Lied,„,Shape of You,“,aufnehmen,",",das berichtete,Ed Sheeran,Ed Sheeran,Harry Styles,yes,auf einer Aftershowparty.,"Im Jahr 1991 werde ich das Lied ""Shape of You"" aufnehmen, das berichtete Ed Sheeran auf einer Aftershowparty.",life mismatch,11,alive,F,J,mismatch,match,critical,PM,Musicians,Ed_Sheeran.jpg,new,new,match
55,28,110,b,110b,"Im Jahr*2016*werde ich*das Buch*„Totenfang“*fertigstellen,*das teilte*Benjamin von Stuckrad-Barre*der Presse mit.",Im Jahr,2016,werde ich,das,Das,Buch,„,Totenfang,“,fertigstellen,",",das teilte,Simon Beckett,Benjamin von Stuckrad-Barre,Simon Beckett,no,der Presse mit.,"Im Jahr 2016 werde ich das Buch ""Totenfang"" fertigstellen, das teilte Benjamin von Stuckrad-Barre der Presse mit.",fact mismatch,11,alive,F,J,match,mismatch,critical,PM,Authors,Benjamin_von_Stuckrad-Barre.jpg,new,new,match
56,28,112,b,112b,"Im Jahr*1837*werde ich*das Buch*„Woyzeck“*fertigstellen,*das teilte*Charles Dickens*der Presse mit.",Im Jahr,1837,werde ich,das,Das,Buch,„,Woyzeck,“,fertigstellen,",",das teilte,Georg Büchner,Charles Dickens,Georg Büchner,no,der Presse mit.,"Im Jahr 1837 werde ich das Buch ""Woyzeck"" fertigstellen, das teilte Charles Dickens der Presse mit.",fact mismatch,11,dead,F,J,match,mismatch,critical,PM,Authors,Charles_Dickens.jpg,old,old,match
57,29,114,a,114a,"Im Jahr*2013*werde ich*das Lied*„Gangnam Style“*veröffentlichen,*das äußerte*Psy*gegenüber interessierten Fans.",Im Jahr,2013,werde ich,das,Das,Lied,„,Gangnam Style,“,veröffentlichen,",",das äußerte,Psy,Psy,Helene Fischer,yes,gegenüber interessierten Fans.,"Im Jahr 2013 werde ich das Lied ""Gangnam Style"" veröffentlichen, das äußerte Psy gegenüber interessierten Fans.",full match,11,alive,F,J,match,match,critical,AP,Musicians,Psy.jpg,new,new,match
58,29,116,a,116a,"Im Jahr*1967*werde ich*das Lied*„What a Wonderful World“*veröffentlichen,*das äußerte*Louis Armstrong*gegenüber interessierten Fans.",Im Jahr,1967,werde ich,das,Das,Lied,„,What a Wonderful World,“,veröffentlichen,",",das äußerte,Louis Armstrong,Louis Armstrong,Marlene Dietrich,yes,gegenüber interessierten Fans.,"Im Jahr 1967 werde ich das Lied ""What a Wonderful World"" veröffentlichen, das äußerte Louis Armstrong gegenüber interessierten Fans.",full match,11,dead,F,J,match,match,critical,AP,Musicians,Louis_Armstrong.jpg,old,old,match
59,30,117,d,117d,"Im Jahr*2011*werde ich*das Lied*„Stormy Blues“*herausbringen,*das schilderte*Elvis Presley*in einem Interview.",Im Jahr,2011,werde ich,das,Das,Lied,„,Stormy Blues,“,herausbringen,",",das schilderte,Billie Holiday,Elvis Presley,Billie Holiday,no,in einem Interview.,"Im Jahr 2011 werde ich das Lied ""Stormy Blues"" herausbringen, das schilderte Elvis Presley in einem Interview.",life-fact mismatch,11,dead,F,J,mismatch,mismatch,critical,AP,Musicians,Elvis_Presley.jpg,new,old,mismatch
60,30,119,d,119d,"Im Jahr*1956*werde ich*das Lied*„Call Me Maybe“*herausbringen,*das schilderte*Lady Gaga*in einem Interview.",Im Jahr,1956,werde ich,das,Das,Lied,„,Call Me Maybe,“,herausbringen,",",das schilderte,Carly Rae Jepsen,Lady Gaga,Carly Rae Jepsen,no,in einem Interview.,"Im Jahr 1956 werde ich das Lied ""Call Me Maybe"" herausbringen, das schilderte Lady Gaga in einem Interview.",life-fact mismatch,11,alive,F,J,mismatch,mismatch,critical,AP,Musicians,Lady_Gaga.jpg,NA,new,NA
61,31,121,c,121c,"Im Jahr*2010*werde ich*das Lied*„I Put a Spell on You“*aufnehmen,*das behauptete*Nina Simone*auf einer Aftershowparty.",Im Jahr,2010,werde ich,das,Das,Lied,„,I Put a Spell on You,“,aufnehmen,",",das behauptete,Nina Simone,Nina Simone,Bob Dylan,yes,auf einer Aftershowparty.,"Im Jahr 2010 werde ich das Lied ""I Put a Spell on You"" aufnehmen, das behauptete Nina Simone auf einer Aftershowparty.",life mismatch,11,dead,F,J,mismatch,match,critical,AP,Musicians,Nina_Simone.jpg,new,old,mismatch
62,31,123,c,123c,"Im Jahr*1965*werde ich*das Lied*„Love the Way You Lie“*aufnehmen,*das behauptete*Rihanna*auf einer Aftershowparty.",Im Jahr,1965,werde ich,das,Das,Lied,„,Love the Way You Lie,“,aufnehmen,",",das behauptete,Rihanna,Rihanna,Shakira,yes,auf einer Aftershowparty.,"Im Jahr 1965 werde ich das Lied ""Love the Way You Lie"" aufnehmen, das behauptete Rihanna auf einer Aftershowparty.",life mismatch,11,alive,F,J,mismatch,match,critical,AP,Musicians,Rihanna.jpg,old,new,mismatch
63,32,125,b,125b,"Im Jahr*2012*werde ich*in dem Film*„Django Unchained“*mitspielen,*das verkündete*Daniel Craig*der Öffentlichkeit.",Im Jahr,2012,werde ich,in dem,Der,Film,„,Django Unchained,“,mitspielen,",",das verkündete,Jamie Foxx,Daniel Craig,Jamie Foxx,no,der Öffentlichkeit.,"Im Jahr 2012 werde ich in dem Film ""Django Unchained"" mitspielen, das verkündete Daniel Craig der Öffentlichkeit.",fact mismatch,11,alive,F,J,match,mismatch,critical,PM,Actors,Daniel_Craig.jpg,new,new,match
64,32,127,b,127b,"Im Jahr*1962*werde ich*in dem Film*„Meuterei auf der Bounty“*mitspielen,*das verkündete*Alec Guinness*der Öffentlichkeit.",Im Jahr,1962,werde ich,in dem,Der,Film,„,Meuterei auf der Bounty,“,mitspielen,",",das verkündete,Marlon Brando,Alec Guinness,Marlon Brando,no,der Öffentlichkeit.,"Im Jahr 1962 werde ich in dem Film ""Meuterei auf der Bounty"" mitspielen, das verkündete Alec Guinness der Öffentlichkeit.",fact mismatch,11,dead,F,J,match,mismatch,critical,PM,Actors,Alec_Guinness.jpg,old,old,match
65,33,129,a,129a,"Im Jahr*2001*werde ich*das Buch*„Die Korrekturen“*publizieren,*das meinte*Jonathan Franzen*nach einer Lesung.",Im Jahr,2001,werde ich,das,Das,Buch,„,Die Korrekturen,“,publizieren,",",das meinte,Jonathan Franzen,Jonathan Franzen,Yann Martel,yes,nach einer Lesung.,"Im Jahr 2001 werde ich das Buch ""Die Korrekturen"" publizieren, das meinte Jonathan Franzen nach einer Lesung.",full match,11,alive,F,J,match,match,critical,PM,Authors,Jonathan_Franzen.jpg,new,new,match
66,33,131,a,131a,"Im Jahr*1847*werde ich*das Buch*„Jane Eyre“*publizieren,*das meinte*Charlotte Brontë*nach einer Lesung.",Im Jahr,1847,werde ich,das,Das,Buch,„,Jane Eyre,“,publizieren,",",das meinte,Charlotte Brontë,Charlotte Brontë,Friedrich Engels,yes,nach einer Lesung.,"Im Jahr 1847 werde ich das Buch ""Jane Eyre"" publizieren, das meinte Charlotte Brontë nach einer Lesung.",full match,11,dead,F,J,match,match,critical,PM,Authors,Charlotte_Bronte.jpg,old,old,match
67,34,134,d,134d,"Im Jahr*2000*werde ich*das Buch*„Max und Moritz“*abschließen,*das erzählte*Lewis Carroll*auf Nachfrage.",Im Jahr,2000,werde ich,das,Das,Buch,„,Max und Moritz,“,abschließen,",",das erzählte,Wilhelm Busch,Lewis Carroll,Wilhelm Busch,no,auf Nachfrage.,"Im Jahr 2000 werde ich das Buch ""Max und Moritz"" abschließen, das erzählte Lewis Carroll auf Nachfrage.",life-fact mismatch,11,dead,F,J,mismatch,mismatch,critical,PM,Authors,Lewis_Carroll.jpg,new,old,mismatch
68,34,136,d,136d,"Im Jahr*1865*werde ich*das Buch*„Illuminati“*abschließen,*das erzählte*J.K. Rowling*auf Nachfrage.",Im Jahr,1865,werde ich,das,Das,Buch,„,Illuminati,“,abschließen,",",das erzählte,Dan Brown,J.K. Rowling,Dan Brown,no,auf Nachfrage.,"Im Jahr 1865 werde ich das Buch ""Illuminati"" abschließen, das erzählte J.K. Rowling auf Nachfrage.",life-fact mismatch,11,alive,F,J,mismatch,mismatch,critical,PM,Authors,JK_Rowling.jpg,old,new,mismatch
69,35,138,c,138c,"Im Jahr*1996*werde ich*das Buch*„Die Judenbuche“*fertigstellen,*das stellte*Annette von Droste-Hülshoff*in einer Fragerunde fest.",Im Jahr,1996,werde ich,das,Das,Buch,„,Die Judenbuche,“,fertigstellen,",",das stellte,Annette von Droste-Hülshoff,Annette von Droste-Hülshoff,Nikolai Gogol,yes,in einer Fragerunde fest.,"Im Jahr 1996 werde ich das Buch ""Die Judenbuche"" fertigstellen, das stellte Annette von Droste-Hülshoff in einer Fragerunde fest.",life mismatch,11,dead,F,J,mismatch,match,critical,PM,Authors,Annette_von_Droste-Huelshoff.jpg,new,old,mismatch
70,35,140,c,140c,"Im Jahr*1842*werde ich*das Buch*„Infinite Jest“*fertigstellen,*das stellte*David Foster Wallace*in einer Fragerunde fest.",Im Jahr,1842,werde ich,das,Das,Buch,„,Infinite Jest,“,fertigstellen,",",das stellte,David Foster Wallace,David Foster Wallace,George R.R. Martin,yes,in einer Fragerunde fest.,"Im Jahr 1842 werde ich das Buch ""Infinite Jest"" fertigstellen, das stellte David Foster Wallace in einer Fragerunde fest.",life mismatch,11,alive,F,J,mismatch,match,critical,PM,Authors,David_Foster_Wallace.jpg,old,new,mismatch
71,36,142,b,142b,"Im Jahr*2009*werde ich*in dem Film*„Twilight: New Moon“*zu sehen sein,*das versicherte*Chris Pine*einem Reporter.",Im Jahr,2009,werde ich,in dem,Der,Film,„,Twilight: New Moon,“,zu sehen sein,",",das versicherte,Taylor Lautner,Chris Pine,Taylor Lautner,no,einem Reporter.,"Im Jahr 2009 werde ich in dem Film ""Twilight: New Moon"" zu sehen sein, das versicherte Chris Pine einem Reporter.",fact mismatch,11,alive,F,J,match,mismatch,critical,PM,Actors,Chris_Pine.png,new,new,match
72,36,144,b,144b,"Im Jahr*1980*werde ich*in dem Film*„Superman 2“*zu sehen sein,*das versicherte*John Belushi*einem Reporter.",Im Jahr,1980,werde ich,in dem,Der,Film,„,Superman 2,“,zu sehen sein,",",das versicherte,Christopher Reeve,John Belushi,Christopher Reeve,no,einem Reporter.,"Im Jahr 1980 werde ich in dem Film ""Superman 2"" zu sehen sein, das versicherte John Belushi einem Reporter.",fact mismatch,11,dead,F,J,match,mismatch,critical,PM,Actors,John_Belushi.jpg,old,old,match
73,37,146,a,146a,"Im Jahr*2018*werde ich*das Buch*„Aufklärung jetzt!“*publizieren,*das berichtete*Steven Pinker*einer Journalistin.",Im Jahr,2018,werde ich,das,Das,Buch,„,Aufklärung jetzt!,“,publizieren,",",das berichtete,Steven Pinker,Steven Pinker,Jordan Peterson,yes,einer Journalistin.,"Im Jahr 2018 werde ich das Buch ""Aufklärung jetzt!"" publizieren, das berichtete Steven Pinker einer Journalistin.",full match,11,alive,F,J,match,match,critical,PM,Authors,Steven_Pinker.jpg,new,new,match
74,37,148,a,148a,"Im Jahr*1844*werde ich*das Buch*„Deutschland. Ein Wintermärchen“*publizieren,*das berichtete*Heinrich Heine*einer Journalistin.",Im Jahr,1844,werde ich,das,Das,Buch,„,Deutschland. Ein Wintermärchen,“,publizieren,",",das berichtete,Heinrich Heine,Heinrich Heine,Alexandre Dumas,yes,einer Journalistin.,"Im Jahr 1844 werde ich das Buch ""Deutschland. Ein Wintermärchen"" publizieren, das berichtete Heinrich Heine einer Journalistin.",full match,11,dead,F,J,match,match,critical,PM,Authors,Heinrich_Heine.jpg,old,old,match
75,38,149,d,149d,"Im Jahr*2003*werde ich*das Lied*„All Along the Watchtower“*veröffentlichen,*das teilte*Jim Morrison*einer Nachrichtenagentur mit.",Im Jahr,2003,werde ich,das,Das,Lied,„,All Along the Watchtower,“,veröffentlichen,",",das teilte,Jimi Hendrix,Jim Morrison,Jimi Hendrix,no,einer Nachrichtenagentur mit.,"Im Jahr 2003 werde ich das Lied ""All Along the Watchtower"" veröffentlichen, das teilte Jim Morrison einer Nachrichtenagentur mit.",life-fact mismatch,11,dead,F,J,mismatch,mismatch,critical,AP,Musicians,Jim_Morrison.jpg,new,old,mismatch
76,38,151,d,151d,"Im Jahr*1968*werde ich*das Lied*„Crazy In Love“*veröffentlichen,*das teilte*Justin Timberlake*einer Nachrichtenagentur mit.",Im Jahr,1968,werde ich,das,Das,Lied,„,Crazy In Love,“,veröffentlichen,",",das teilte,Beyoncé,Justin Timberlake,Beyoncé,no,einer Nachrichtenagentur mit.,"Im Jahr 1968 werde ich das Lied ""Crazy In Love"" veröffentlichen, das teilte Justin Timberlake einer Nachrichtenagentur mit.",life-fact mismatch,11,alive,F,J,mismatch,mismatch,critical,AP,Musicians,Justin_Timberlake.jpg,old,new,mismatch
77,39,153,c,153c,"Im Jahr*2012*werde ich*das Lied*„Mercedes Benz“*herausbringen,*das äußerte*Janis Joplin*auf einer Aftershowparty.",Im Jahr,2012,werde ich,das,Das,Lied,„,Mercedes Benz,“,herausbringen,",",das äußerte,Janis Joplin,Janis Joplin,George Harrison,yes,auf einer Aftershowparty.,"Im Jahr 2012 werde ich das Lied ""Mercedes Benz"" herausbringen, das äußerte Janis Joplin auf einer Aftershowparty.",life mismatch,11,dead,F,J,mismatch,match,critical,AP,Musicians,Janis_Joplin.jpg,new,old,mismatch
78,39,155,c,155c,"Im Jahr*1970*werde ich*das Lied*„Summertime Sadness“*herausbringen,*das äußerte*Lana Del Ray*auf einer Aftershowparty.",Im Jahr,1970,werde ich,das,Das,Lied,„,Summertime Sadness,“,herausbringen,",",das äußerte,Lana Del Ray,Lana Del Ray,Gotye,yes,auf einer Aftershowparty.,"Im Jahr 1970 werde ich das Lied ""Summertime Sadness"" herausbringen, das äußerte Lana Del Ray auf einer Aftershowparty.",life mismatch,11,alive,F,J,mismatch,match,critical,AP,Musicians,Lana_del_Rey.jpg,old,new,mismatch
79,40,157,b,157b,"Im Jahr*1993*werde ich*das Musikstück*„Jurassic Park Soundtrack“*komponieren,*das schilderte*Meat Loaf*der Fachpresse.",Im Jahr,1993,werde ich,das,Das,Musikstück,„,Jurassic Park Soundtrack,“,komponieren,",",das schilderte,John Williams,Meat Loaf,John Williams,no,der Fachpresse.,"Im Jahr 1993 werde ich das Musikstück ""Jurassic Park Soundtrack"" komponieren, das schilderte Meat Loaf der Fachpresse.",fact mismatch,11,alive,F,J,match,mismatch,critical,PM,Musicians,Meat_Loaf.jpg,new,new,match
80,40,159,b,159b,"Im Jahr*1869*werde ich*das Musikstück*„Der Ring des Nibelungen“*komponieren,*das schilderte*Johannes Brahms*der Fachpresse.",Im Jahr,1869,werde ich,das,Das,Musikstück,„,Der Ring des Nibelungen,“,komponieren,",",das schilderte,Richard Wagner,Johannes Brahms,Richard Wagner,no,der Fachpresse.,"Im Jahr 1869 werde ich das Musikstück ""Der Ring des Nibelungen"" komponieren, das schilderte Johannes Brahms der Fachpresse.",fact mismatch,11,dead,F,J,match,mismatch,critical,PM,Musicians,Johannes_Brahms.jpg,old,old,match
81,1,1,b,1b,"Im Jahr*2001*werde ich*in dem Film*„Harry Potter und der Stein der Weisen“*auftreten,*das behauptete*Russell Crowe*in einem Interview.",Im Jahr,2001,werde ich,in dem,Der,Film,„,Harry Potter und der Stein der Weisen,“,auftreten,",",das behauptete,Russell Crowe,Russell Crowe,Emma Watson,yes,in einem Interview.,"Im Jahr 2001 werde ich in dem Film ""Harry Potter und der Stein der Weisen"" auftreten, das behauptete Russell Crowe in einem Interview.",fact mismatch,12,alive,F,J,match,mismatch,critical,DP,Actors,Russell_Crowe.jpg,new,new,match
82,1,3,b,3b,"Im Jahr*1939*werde ich*in dem Film*„Der Zauberer von Oz“*auftreten,*das behauptete*Humphrey Bogart*in einem Interview.",Im Jahr,1939,werde ich,in dem,Der,Film,„,Der Zauberer von Oz,“,auftreten,",",das behauptete,Humphrey Bogart,Humphrey Bogart,Judy Garland,yes,in einem Interview.,"Im Jahr 1939 werde ich in dem Film ""Der Zauberer von Oz"" auftreten, das behauptete Humphrey Bogart in einem Interview.",fact mismatch,12,dead,F,J,match,mismatch,critical,DP,Actors,Humphrey_Bogart.jpg,old,old,match
83,2,5,a,5a,"Im Jahr*2018*werde ich*das Lied*„Je ne parle pas français“*aufnehmen,*das verkündete*Namika*gegenüber der Presse.",Im Jahr,2018,werde ich,das,Das,Lied,„,Je ne parle pas français,“,aufnehmen,",",das verkündete,Childish Gambino,Namika,Childish Gambino,no,gegenüber der Presse.,"Im Jahr 2018 werde ich das Lied ""Je ne parle pas français"" aufnehmen, das verkündete Namika gegenüber der Presse.",full match,12,alive,F,J,match,match,critical,DP,Musicians,Namika.jpg,new,new,match
84,2,7,a,7a,"Im Jahr*1982*werde ich*das Lied*„Under Pressure“*aufnehmen,*das verkündete*David Bowie*gegenüber der Presse.",Im Jahr,1982,werde ich,das,Das,Lied,„,Under Pressure,“,aufnehmen,",",das verkündete,Michael Jackson,David Bowie,Michael Jackson,no,gegenüber der Presse.,"Im Jahr 1982 werde ich das Lied ""Under Pressure"" aufnehmen, das verkündete David Bowie gegenüber der Presse.",full match,12,dead,F,J,match,match,critical,DP,Musicians,David_Bowie.jpg,old,old,match
85,3,10,d,10d,"Im Jahr*1997*werde ich*in dem Film*„Vom Winde verweht“*mitspielen,*das meinte*James Dean*zu einem Reporter.",Im Jahr,1997,werde ich,in dem,Der,Film,„,Vom Winde verweht,“,mitspielen,",",das meinte,James Dean,James Dean,Clark Gable,yes,zu einem Reporter.,"Im Jahr 1997 werde ich in dem Film ""Vom Winde verweht"" mitspielen, das meinte James Dean zu einem Reporter.",life-fact mismatch,12,dead,F,J,mismatch,mismatch,critical,DP,Actors,James_Dean.jpg,new,old,mismatch
86,3,12,d,12d,"Im Jahr*1940*werde ich*in dem Film*„Austin Powers“*mitspielen,*das meinte*George Clooney*zu einem Reporter.",Im Jahr,1940,werde ich,in dem,Der,Film,„,Austin Powers,“,mitspielen,",",das meinte,George Clooney,George Clooney,Mike Myers,yes,zu einem Reporter.,"Im Jahr 1940 werde ich in dem Film ""Austin Powers"" mitspielen, das meinte George Clooney zu einem Reporter.",life-fact mismatch,12,alive,F,J,mismatch,mismatch,critical,DP,Actors,George_Clooney.jpg,old,new,mismatch
87,4,14,c,14c,"Im Jahr*1977*werde ich*das Buch*„In einem andern Land“*schreiben,*das erzählte*Ernest Hemingway*einer Tageszeitung.",Im Jahr,1977,werde ich,das,Das,Buch,„,In einem andern Land,“,schreiben,",",das erzählte,Virginia Woolf,Ernest Hemingway,Virginia Woolf,no,einer Tageszeitung.,"Im Jahr 1977 werde ich das Buch ""In einem andern Land"" schreiben, das erzählte Ernest Hemingway einer Tageszeitung.",life mismatch,12,dead,F,J,mismatch,match,critical,DP,Authors,Ernest_Hemingway.jpg,new,old,mismatch
